loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
1088,EPIC 210754505,EPIC 210754505.01,,FALSE POSITIVE,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,FALSE POSITIVE,,4,0,0.87077500,0.00022300,-0.00022300,0,2457077.079170,0.000540,-0.000570,0,4.300000,1.900000,-1.400000,0,0.04140,0.00400,-0.00300,0,3.970,0.470,-0.470,0,0.88,0.05,-0.05,0,13.185,,0,10.907,0.018,0
1089,EPIC 210769880,EPIC 210769880.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,4,0,1.43689647,,,0,2457062.606967,,,0,,,,,,,,,,,,,,,,,11.036,,0,7.790,0.016,0
1090,EPIC 210769880,EPIC 210769880.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,1.43675600,0.00003300,-0.00003400,0,2457062.608610,0.000890,-0.000880,0,1.970000,0.120000,-0.150000,0,0.09300,0.02400,-0.02600,0,110.000,31.000,-31.000,0,10.91,1.15,-0.51,0,11.036,,0,7.790,0.016,0
1091,EPIC 210775710,EPIC 210775710.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,4,0,59.84856600,0.00018400,-0.00018300,0,2457064.697280,0.000133,-0.000133,0,114.695231,4.183429,-6.700725,0,0.10082,0.00186,-0.00107,0,10.814,1.157,-0.566,0,0.98,0.10,-0.05,0,11.827,,0,10.208,0.018,0
1092,EPIC 210775710,EPIC 210775710.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,59.84871000,0.00016000,-0.00016000,0,2457064.697160,0.000120,-0.000110,0,108.100000,5.300000,-7.800000,0,0.10310,0.00270,-0.00240,0,12.000,1.350,-0.340,0,1.07,0.12,-0.02,0,11.827,,0,10.208,0.018,0
1093,EPIC 210777017,EPIC 210777017.01,,CANDIDATE,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,CANDIDATE,,4,0,11.37698000,0.00120000,-0.00086000,0,2457070.333700,0.002800,-0.002800,0,24.600000,1.100000,-2.100000,0,0.02840,0.00110,-0.00100,0,,,,,0.64,0.06,-0.06,0,13.968,,0,11.220,0.020,0
1094,EPIC 210777017,EPIC 210777017.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,11.37600000,0.00150000,-0.00130000,0,2457070.332900,0.003500,-0.003700,0,23.000000,6.700000,-3.200000,0,0.02930,0.00170,-0.00360,0,2.030,0.210,-0.330,0,0.64,0.06,-0.07,0,13.968,,0,11.220,0.020,0
1095,EPIC 210789323,EPIC 210789323.01,,FALSE POSITIVE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,4,1,29.12555000,0.00034000,-0.00034000,0,2457073.720920,0.000320,-0.000320,0,,,,,0.50000,0.14000,-0.14000,0,205.000,67.000,-67.000,0,3.90,2.70,-2.70,0,13.501,,0,11.077,0.019,0
1096,EPIC 210801536,EPIC 210801536.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,0.89250000,0.00013000,-0.00013000,0,2457062.081600,0.006900,-0.006100,0,3.020000,0.900000,-0.550000,0,0.01230,0.00100,-0.00190,0,2.700,1.700,-2.300,0,2.00,1.30,-1.70,0,13.176,,0,11.168,0.018,0
1097,EPIC 210813978,EPIC 210813978.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,14.76190000,0.00140000,-0.00140000,0,2457067.601100,0.003700,-0.003800,0,38.500000,10.800000,-4.700000,0,0.02630,0.00120,-0.00200,0,2.110,0.160,-5.400,0,0.73,0.04,-1.88,0,13.634,,0,11.113,0.021,0
1098,EPIC 210813978,EPIC 210813978.01,,CANDIDATE,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,CANDIDATE,,4,0,14.75820000,0.00140000,-0.00120000,0,2457067.612100,0.003300,-0.004600,0,38.400000,5.400000,-8.000000,0,0.02580,0.00170,-0.00180,0,,,,,0.70,1.90,-1.90,0,13.634,,0,11.113,0.021,0
1099,EPIC 210827030,EPIC 210827030.01,,FALSE POSITIVE,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,4,1,0.51110000,,,0,2457063.518630,,,0,,,,,,,,,,,,,,,,,13.812,,0,10.556,0.018,0
1100,EPIC 210838726,EPIC 210838726.01,K2-89 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,1.09596200,0.00004400,-0.00004500,0,2457062.720100,0.001700,-0.001600,0,8.000000,3.200000,-1.400000,0,0.01780,0.00160,-0.00390,0,0.617,0.081,-0.151,0,0.32,0.03,-0.04,0,13.307,,0,10.106,0.018,0
1101,EPIC 210838726,EPIC 210838726.01,K2-89 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,1.09602600,0.00006500,-0.00006500,0,2457066.006600,0.002300,-0.002300,0,,,,,0.01760,0.00140,-0.00140,0,0.615,0.080,-0.080,0,0.32,0.03,-0.03,0,13.307,,0,10.106,0.018,0
1102,EPIC 210838726,EPIC 210838726.01,K2-89 b,CONFIRMED,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CONFIRMED,,4,0,1.09598000,0.00006000,-0.00006000,0,2457066.008000,0.002000,-0.002000,0,7.350000,,,0,0.02000,0.00100,-0.00100,0,1.080,0.090,-0.080,0,,,,,13.307,,0,10.106,0.018,0
1103,EPIC 210843708,EPIC 210843708.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,0.70416550,,,0,2457062.025169,,,0,,,,,,,,,,,,,,,,,12.783,,0,10.065,0.018,0
1104,EPIC 210848071,EPIC 210848071.01,BD+20 594 b,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,1,41.68864400,0.00335300,-0.00341900,0,2457068.528770,0.002801,-0.002798,0,54.721028,5.823183,-12.995528,0,0.02259,0.00185,-0.00094,0,2.355,0.310,-0.167,0,0.96,0.10,-0.05,0,11.040,,0,9.368,0.018,0
1105,EPIC 210852232,EPIC 210852232.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,3.43827000,0.00016000,-0.00017000,0,2457065.044200,0.001900,-0.001900,0,29.100000,9.300000,-5.400000,0,0.01950,0.00170,-0.00290,0,1.980,0.230,-0.310,0,0.93,0.07,-0.04,0,13.701,,0,11.248,0.022,0
1106,EPIC 210852232,EPIC 210852232.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,1.93426000,0.00016000,-0.00015000,0,2457063.255000,0.003100,-0.003100,0,5.700000,3.700000,-1.400000,0,0.01620,0.00200,-0.00970,0,1.640,0.240,-0.990,0,0.93,0.07,-0.04,0,13.701,,0,11.248,0.022,0
1107,EPIC 210857328,EPIC 210857328.01,K2-177 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,1,14.15518500,0.00315000,-0.00296500,0,2457070.080220,0.007105,-0.006863,0,10.638946,1.605395,-3.421961,0,0.01599,0.00180,-0.00089,0,2.116,0.283,-0.159,0,1.21,0.09,-0.06,0,12.584,,0,10.593,0.020,0
1108,EPIC 210877025,EPIC 210877025.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,18.03895153,,,0,2457071.519871,,,0,,,,,,,,,,,,,,,,,12.761,,0,10.718,0.016,0
1109,EPIC 210894022,EPIC 210894022.01,K2-111 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,5.35185000,0.00048000,-0.00050000,0,2457062.611700,0.003700,-0.003600,0,9.900000,4.200000,-1.500000,0,0.01011,0.00093,-0.00276,0,1.410,0.150,-0.390,0,1.27,0.06,-0.02,0,12.300,,0,9.377,0.021,0
1110,EPIC 210894022,EPIC 210894022.01,K2-111 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,0,5.35140300,0.00059800,-0.00061200,0,2457067.969090,0.004638,-0.004531,0,10.356434,1.754965,-3.665210,0,0.01215,0.00126,-0.00073,0,1.223,0.196,-0.124,0,0.92,0.11,-0.08,0,12.300,,0,9.377,0.021,0
1111,EPIC 210894022,EPIC 210894022.01,K2-111 b,FALSE POSITIVE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,5.35161000,0.00063000,-0.00063000,0,2457067.966600,0.004700,-0.004700,0,,,,,0.01660,0.00380,-0.00380,0,2.090,0.520,-0.520,0,1.17,0.11,-0.11,0,12.300,,0,9.377,0.021,0
1112,EPIC 210903662,EPIC 210903662.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,2.41040731,,,0,2457063.425344,,,0,,,,,,,,,,,,,,,,,12.050,,0,10.574,0.021,0
1113,EPIC 210903662,EPIC 210903662.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,0,2.41027100,0.00001500,-0.00001500,0,2457065.838830,0.000240,-0.000240,0,,,,,0.10100,0.01900,-0.01900,0,17.300,5.400,-5.400,0,1.51,0.37,-0.37,0,12.050,,0,10.574,0.021,0
1114,EPIC 210925707,EPIC 210925707.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,1.68658840,,,0,2457062.238260,,,0,,,,,,,,,,,,,,,,,9.519,,0,7.925,0.021,0
1115,EPIC 210933299,EPIC 210933299.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,8.40440000,0.00150000,-0.00240000,0,2457066.699500,0.007100,-0.006700,0,23.400000,12.400000,-9.500000,0,0.03700,0.00400,-0.01210,0,1.240,0.270,-0.580,0,0.31,0.06,-0.10,0,14.308,,0,11.398,0.023,0
1116,EPIC 210935498,EPIC 210935498.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,1.18292660,0.00000130,-0.00000140,0,2457061.845390,0.000042,-0.000041,0,3.905000,0.048000,-0.033000,0,0.17600,0.00470,-0.00260,0,29.000,7.500,-14.000,0,1.51,0.39,-0.73,0,11.280,,0,9.802,0.018,0
1117,EPIC 210954046,EPIC 210954046.01,,FALSE POSITIVE,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,FALSE POSITIVE,,4,1,0.95035600,0.00017700,-0.00017700,0,2457128.330240,0.001110,-0.001130,0,2.900000,1.300000,-0.800000,0,0.06770,0.00800,-0.00600,0,6.940,1.080,-1.080,0,0.94,0.10,-0.10,0,12.438,,0,,,
1118,EPIC 210956385,EPIC 210956385.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,56.62050000,0.00110000,-0.00110000,0,2457065.418870,0.000780,-0.000790,0,76.000000,7.700000,-5.400000,0,0.07790,0.00280,-0.00440,0,7.680,0.680,-0.580,0,0.90,0.07,-0.05,0,14.167,,0,12.103,0.021,0
1119,EPIC 210957318,EPIC 210957318.01,K2-30 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,4.09848970,0.00000930,-0.00000930,0,2457063.807130,0.000087,-0.000087,0,11.240000,0.190000,-0.260000,0,0.13090,0.00240,-0.00400,0,13.140,0.350,-1.380,0,0.92,0.02,-0.09,0,13.171,,0,11.088,0.020,0
1120,EPIC 210957318,EPIC 210957318.01,K2-30 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,4.09850600,0.00002200,-0.00002200,0,2457067.905360,0.000190,-0.000190,0,,,,,0.12330,0.00190,-0.00190,0,12.300,4.500,-4.500,0,0.92,0.33,-0.33,0,13.171,,0,11.088,0.020,0
1121,EPIC 210957318,EPIC 210957318.01,K2-30 b,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,4,0,4.09803132,,,0,2457063.809934,,,0,,,,,,,,,,,,,,,,,13.171,,0,11.088,0.020,0
1122,EPIC 210957318,EPIC 210957318.01,K2-30 b,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,0,4.09849200,0.00002700,-0.00002800,0,2457067.905600,0.000244,-0.000246,0,11.709642,0.592542,-0.504025,0,0.12755,0.00282,-0.00344,0,12.652,0.806,-0.532,0,0.91,0.05,-0.03,0,13.171,,0,11.088,0.020,0
1123,EPIC 210958990,EPIC 210958990.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,1,1.70230100,0.00001800,-0.00001800,0,2457065.782900,0.004200,-0.004200,0,,,,,0.13690,0.00110,-0.00110,0,19.100,4.200,-4.200,0,1.28,0.28,-0.28,0,12.613,,0,10.709,0.021,0
1124,EPIC 210961508,EPIC 210961508.01,,CANDIDATE,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,CANDIDATE,,4,0,0.34993500,0.00004200,-0.00004200,0,2457087.652510,0.000430,-0.000410,0,3.400000,0.500000,-1.000000,0,0.02630,0.00300,-0.00100,0,2.180,0.250,-0.250,0,0.76,0.04,-0.04,0,13.558,,0,10.320,0.021,0
1125,EPIC 210961508,EPIC 210961508.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,0.34991460,0.00000240,-0.00000240,0,2457062.109590,0.000270,-0.000270,0,1.274000,0.018000,-0.019000,0,0.14900,0.02100,-0.01400,0,39.400,5.800,-6.100,0,2.43,0.10,-0.30,0,13.558,,0,10.320,0.021,0
1126,EPIC 210965800,EPIC 210965800.05,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,30.28940000,0.00320000,-0.00320000,0,2457066.143600,0.003400,-0.003400,0,38.000000,17.000000,-7.400000,0,0.02280,0.00180,-0.00390,0,2.330,0.230,-0.420,0,0.94,0.06,-0.04,0,12.134,,0,10.292,0.017,0
1127,EPIC 210965800,EPIC 210965800.01,K2-178 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,0,8.74781800,0.00036300,-0.00035800,0,2457070.336560,0.001474,-0.001526,0,18.513049,1.902674,-4.425770,0,0.03676,0.00106,-0.00093,0,3.558,0.204,-0.138,0,0.89,0.04,-0.03,0,12.134,,0,10.292,0.017,0
1128,EPIC 210965800,EPIC 210965800.04,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,21.08580000,0.00120000,-0.00120000,0,2457064.544800,0.002400,-0.002100,0,29.700000,13.700000,-5.600000,0,0.02890,0.00170,-0.00390,0,2.950,0.250,-0.420,0,0.94,0.06,-0.04,0,12.134,,0,10.292,0.017,0
1129,EPIC 210965800,EPIC 210965800.06,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,1.82876000,0.00015000,-0.00015000,0,2457062.098500,0.003200,-0.003100,0,5.240000,3.490000,-0.960000,0,0.01430,0.00180,-0.01200,0,1.460,0.200,-1.230,0,0.94,0.06,-0.04,0,12.134,,0,10.292,0.017,0
1130,EPIC 210965800,EPIC 210965800.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,4.27681000,0.00022000,-0.00023000,0,2457063.849200,0.002300,-0.002200,0,10.000000,4.000000,-1.800000,0,0.02220,0.00160,-0.00450,0,2.270,0.210,-0.470,0,0.94,0.06,-0.04,0,12.134,,0,10.292,0.017,0
1131,EPIC 210965800,EPIC 210965800.01,K2-178 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,8.74809000,0.00021000,-0.00018000,0,2457070.336540,0.000810,-0.000910,0,18.400000,4.200000,-1.900000,0,0.03745,0.00078,-0.00214,0,3.830,0.240,-0.280,0,0.94,0.06,-0.04,0,12.134,,0,10.292,0.017,0
1132,EPIC 210965800,EPIC 210965800.03,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,13.16121000,0.00099000,-0.00096000,0,2457071.145600,0.002400,-0.002300,0,22.000000,6.900000,-3.400000,0,0.02560,0.00170,-0.00400,0,2.620,0.240,-0.430,0,0.94,0.06,-0.04,0,12.134,,0,10.292,0.017,0
1133,EPIC 210968143,EPIC 210968143.01,K2-90 b,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,4,0,13.71468745,,,0,2457064.957466,,,0,,,,,,,,,,,,,,,,,13.723,,0,10.360,0.020,0
1134,EPIC 210968143,EPIC 210968143.02,K2-90 c,CONFIRMED,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CONFIRMED,,4,0,2.90070000,0.00034000,-0.00032000,0,2457066.740000,0.004000,-0.004000,0,12.020000,,,0,0.01900,0.00200,-0.00100,0,1.310,0.130,-0.120,0,,,,,13.723,,0,10.360,0.020,0
1135,EPIC 210968143,EPIC 210968143.01,K2-90 b,CONFIRMED,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CONFIRMED,,4,0,13.73490000,0.00079000,-0.00081000,0,2457078.659000,0.001000,-0.001000,0,33.900000,,,0,0.03700,0.00100,-0.00100,0,2.530,0.150,-0.130,0,,,,,13.723,,0,10.360,0.020,0
1136,EPIC 210968143,EPIC 210968143.01,K2-90 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,13.73288000,0.00042000,-0.00043000,0,2457064.929000,0.001100,-0.001100,0,35.400000,6.100000,-2.700000,0,0.03740,0.00130,-0.00290,0,2.640,0.340,-0.290,0,0.65,0.08,-0.05,0,13.723,,0,10.360,0.020,0
1137,EPIC 210968143,EPIC 210968143.02,K2-90 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,2.90022000,0.00015000,-0.00015000,0,2457063.846600,0.002000,-0.002100,0,14.900000,5.000000,-2.500000,0,0.01920,0.00120,-0.00220,0,1.360,0.190,-0.190,0,0.65,0.08,-0.05,0,13.723,,0,10.360,0.020,0
1138,EPIC 210968143,EPIC 210968143.01,K2-90 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,13.73110000,0.00140000,-0.00140000,0,2457078.664800,0.002500,-0.002500,0,,,,,0.03720,0.00300,-0.00300,0,2.040,0.330,-0.330,0,0.49,0.07,-0.07,0,13.723,,0,10.360,0.020,0
1139,EPIC 210968143,EPIC 210968143.02,K2-90 c,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,2.90032000,0.00038000,-0.00038000,0,2457066.744300,0.004600,-0.004600,0,,,,,0.01880,0.00210,-0.00210,0,1.020,0.180,-0.180,0,0.49,0.07,-0.07,0,13.723,,0,10.360,0.020,0
1140,EPIC 211002562,EPIC 211002562.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,3.34787200,0.00001000,-0.00001000,0,2457062.105410,0.000120,-0.000120,0,5.484000,0.050000,-0.082000,0,0.11690,0.00100,-0.00300,0,28.100,5.800,-2.400,0,2.20,0.46,-0.18,0,12.485,,0,10.795,0.018,0
1141,EPIC 211009047,EPIC 211009047.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,1.31982263,,,0,2457062.306729,,,0,,,,,,,,,,,,,,,,,12.540,,0,9.720,0.018,0
1142,EPIC 211048999,EPIC 211048999.01,K2-179 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,5.17222000,0.00014000,-0.00013000,0,2457066.580580,0.000920,-0.001070,0,20.600000,5.500000,-2.400000,0,0.03040,0.00130,-0.00220,0,2.120,0.100,-0.170,0,0.64,0.01,-0.02,0,12.659,,0,10.555,0.019,0
1143,EPIC 211048999,EPIC 211048999.01,K2-179 b,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,4,0,5.17110937,,,0,2457066.587598,,,0,,,,,,,,,,,,,,,,,12.659,,0,10.555,0.019,0
1144,EPIC 211048999,EPIC 211048999.01,K2-179 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,0,5.17219100,0.00020100,-0.00020200,0,2457066.580300,0.001373,-0.001520,0,20.135239,2.299436,-5.059730,0,0.02999,0.00177,-0.00126,0,2.513,0.164,-0.121,0,0.77,0.02,-0.02,0,12.659,,0,10.555,0.019,0
1145,EPIC 211058748,EPIC 211058748.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,3.32257000,0.00016000,-0.00016000,0,2457061.923700,0.002000,-0.002100,0,13.700000,4.600000,-2.200000,0,0.02090,0.00150,-0.00320,0,2.530,0.250,-0.390,0,1.11,0.08,-0.02,0,13.139,,0,11.007,0.020,0
